track,rate_metric,rate_label,pixel_rate_px_s,target_speed_mph,target_speed_mps,assumed_full_frame_hfov_deg,source_width_px,angular_rate_rad_s,implied_slant_range_for_80mph_m,implied_slant_range_for_80mph_nm
phase_all: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,67.507,80.0,35.763,0.5,1920,0.000306828,116557.8,62.936
phase_all: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,67.507,80.0,35.763,1.0,1920,0.000613656,58278.9,31.468
phase_all: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,67.507,80.0,35.763,2.0,1920,0.001227312,29139.5,15.734
phase_all: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,67.507,80.0,35.763,4.0,1920,0.002454624,14569.7,7.867
phase_all: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,67.507,80.0,35.763,8.0,1920,0.004909248,7284.9,3.934
phase_all: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,67.507,80.0,35.763,10.0,1920,0.006136559,5827.9,3.147
phase_all: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,67.507,80.0,35.763,20.0,1920,0.012273119,2913.9,1.573
phase_all: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,236.439,80.0,35.763,0.5,1920,0.001074646,33279.1,17.969
phase_all: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,236.439,80.0,35.763,1.0,1920,0.002149291,16639.5,8.985
phase_all: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,236.439,80.0,35.763,2.0,1920,0.004298582,8319.8,4.492
phase_all: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,236.439,80.0,35.763,4.0,1920,0.008597165,4159.9,2.246
phase_all: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,236.439,80.0,35.763,8.0,1920,0.017194329,2079.9,1.123
phase_all: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,236.439,80.0,35.763,10.0,1920,0.021492912,1664.0,0.898
phase_all: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,236.439,80.0,35.763,20.0,1920,0.042985823,832.0,0.449
phase_accepted_only: generally centered in FOV,net_rate_px_s,net start-to-end rate,2.164,80.0,35.763,0.5,1920,9.836e-06,3636076.2,1963.324
phase_accepted_only: generally centered in FOV,net_rate_px_s,net start-to-end rate,2.164,80.0,35.763,1.0,1920,1.9671e-05,1818038.1,981.662
phase_accepted_only: generally centered in FOV,net_rate_px_s,net start-to-end rate,2.164,80.0,35.763,2.0,1920,3.9343e-05,909019.0,490.831
phase_accepted_only: generally centered in FOV,net_rate_px_s,net start-to-end rate,2.164,80.0,35.763,4.0,1920,7.8685e-05,454509.5,245.416
phase_accepted_only: generally centered in FOV,net_rate_px_s,net start-to-end rate,2.164,80.0,35.763,8.0,1920,0.000157371,227254.8,122.708
phase_accepted_only: generally centered in FOV,net_rate_px_s,net start-to-end rate,2.164,80.0,35.763,10.0,1920,0.000196713,181803.8,98.166
phase_accepted_only: generally centered in FOV,net_rate_px_s,net start-to-end rate,2.164,80.0,35.763,20.0,1920,0.000393426,90901.9,49.083
phase_accepted_only: generally centered in FOV,path_average_rate_px_s,path-length average rate,88.817,80.0,35.763,0.5,1920,0.000403685,88591.9,47.836
phase_accepted_only: generally centered in FOV,path_average_rate_px_s,path-length average rate,88.817,80.0,35.763,1.0,1920,0.000807369,44296.0,23.918
phase_accepted_only: generally centered in FOV,path_average_rate_px_s,path-length average rate,88.817,80.0,35.763,2.0,1920,0.001614739,22148.0,11.959
phase_accepted_only: generally centered in FOV,path_average_rate_px_s,path-length average rate,88.817,80.0,35.763,4.0,1920,0.003229477,11074.0,5.979
phase_accepted_only: generally centered in FOV,path_average_rate_px_s,path-length average rate,88.817,80.0,35.763,8.0,1920,0.006458955,5537.0,2.99
phase_accepted_only: generally centered in FOV,path_average_rate_px_s,path-length average rate,88.817,80.0,35.763,10.0,1920,0.008073693,4429.6,2.392
phase_accepted_only: generally centered in FOV,path_average_rate_px_s,path-length average rate,88.817,80.0,35.763,20.0,1920,0.016147386,2214.8,1.196
phase_accepted_only: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,66.389,80.0,35.763,0.5,1920,0.000301747,118520.7,63.996
phase_accepted_only: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,66.389,80.0,35.763,1.0,1920,0.000603493,59260.3,31.998
phase_accepted_only: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,66.389,80.0,35.763,2.0,1920,0.001206986,29630.2,15.999
phase_accepted_only: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,66.389,80.0,35.763,4.0,1920,0.002413972,14815.1,8.0
phase_accepted_only: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,66.389,80.0,35.763,8.0,1920,0.004827944,7407.5,4.0
phase_accepted_only: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,66.389,80.0,35.763,10.0,1920,0.00603493,5926.0,3.2
phase_accepted_only: generally centered in FOV,step_rate_median_px_s,median consecutive-step rate,66.389,80.0,35.763,20.0,1920,0.012069861,2963.0,1.6
phase_accepted_only: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,215.242,80.0,35.763,0.5,1920,0.000978302,36556.4,19.739
phase_accepted_only: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,215.242,80.0,35.763,1.0,1920,0.001956605,18278.2,9.869
phase_accepted_only: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,215.242,80.0,35.763,2.0,1920,0.00391321,9139.1,4.935
phase_accepted_only: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,215.242,80.0,35.763,4.0,1920,0.00782642,4569.5,2.467
phase_accepted_only: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,215.242,80.0,35.763,8.0,1920,0.01565284,2284.8,1.234
phase_accepted_only: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,215.242,80.0,35.763,10.0,1920,0.01956605,1827.8,0.987
phase_accepted_only: generally centered in FOV,step_rate_p95_px_s,p95 consecutive-step rate,215.242,80.0,35.763,20.0,1920,0.0391321,913.9,0.493

