track,rate_metric,rate_label,pixel_rate_px_s,assumed_full_frame_hfov_deg,assumed_slant_range_nm,source_width_px,implied_speed_mps,implied_speed_kts
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,2.0,1.0,1920,3.269,6.355
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,2.0,5.0,1920,16.347,31.776
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,2.0,10.0,1920,32.694,63.552
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,2.0,20.0,1920,65.388,127.105
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,2.0,50.0,1920,163.471,317.762
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,2.0,100.0,1920,326.942,635.524
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,4.0,1.0,1920,6.539,12.71
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,4.0,5.0,1920,32.694,63.552
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,4.0,10.0,1920,65.388,127.105
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,4.0,20.0,1920,130.777,254.21
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,4.0,50.0,1920,326.942,635.524
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,4.0,100.0,1920,653.884,1271.049
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,8.0,1.0,1920,13.078,25.421
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,8.0,5.0,1920,65.388,127.105
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,8.0,10.0,1920,130.777,254.21
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,8.0,20.0,1920,261.554,508.42
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,8.0,50.0,1920,653.884,1271.049
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,8.0,100.0,1920,1307.768,2542.098
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,10.0,1.0,1920,16.347,31.776
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,10.0,5.0,1920,81.736,158.881
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,10.0,10.0,1920,163.471,317.762
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,10.0,20.0,1920,326.942,635.524
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,10.0,50.0,1920,817.355,1588.811
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,10.0,100.0,1920,1634.71,3177.622
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,20.0,1.0,1920,32.694,63.552
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,20.0,5.0,1920,163.471,317.762
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,20.0,10.0,1920,326.942,635.524
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,20.0,20.0,1920,653.884,1271.049
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,20.0,50.0,1920,1634.71,3177.622
dense_5fps_post_zoom_interval_76_87,path_average_rate_px_s,path-length average rate,97.101,20.0,100.0,1920,3269.421,6355.244
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,0.5,1.0,1920,0.687,1.336
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,0.5,5.0,1920,3.435,6.678
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,0.5,10.0,1920,6.871,13.356
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,0.5,20.0,1920,13.742,26.711
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,0.5,50.0,1920,34.354,66.778
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,0.5,100.0,1920,68.708,133.557
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,1.0,1.0,1920,1.374,2.671
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,1.0,5.0,1920,6.871,13.356
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,1.0,10.0,1920,13.742,26.711
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,1.0,20.0,1920,27.483,53.423
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,1.0,50.0,1920,68.708,133.557
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,1.0,100.0,1920,137.415,267.114
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,2.0,1.0,1920,2.748,5.342
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,2.0,5.0,1920,13.742,26.711
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,2.0,10.0,1920,27.483,53.423
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,2.0,20.0,1920,54.966,106.846
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,2.0,50.0,1920,137.415,267.114
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,2.0,100.0,1920,274.831,534.228
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,4.0,1.0,1920,5.497,10.685
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,4.0,5.0,1920,27.483,53.423
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,4.0,10.0,1920,54.966,106.846
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,4.0,20.0,1920,109.932,213.691
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,4.0,50.0,1920,274.831,534.228
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,4.0,100.0,1920,549.661,1068.455
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,8.0,1.0,1920,10.993,21.369
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,8.0,5.0,1920,54.966,106.846
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,8.0,10.0,1920,109.932,213.691
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,8.0,20.0,1920,219.864,427.382
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,8.0,50.0,1920,549.661,1068.455
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,8.0,100.0,1920,1099.322,2136.911
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,10.0,1.0,1920,13.742,26.711
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,10.0,5.0,1920,68.708,133.557
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,10.0,10.0,1920,137.415,267.114
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,10.0,20.0,1920,274.831,534.228
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,10.0,50.0,1920,687.076,1335.569
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,10.0,100.0,1920,1374.153,2671.138
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,20.0,1.0,1920,27.483,53.423
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,20.0,5.0,1920,137.415,267.114
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,20.0,10.0,1920,274.831,534.228
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,20.0,20.0,1920,549.661,1068.455
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,20.0,50.0,1920,1374.153,2671.138
dense_5fps_post_zoom_interval_76_87,step_rate_median_px_s,median consecutive-step rate,81.624,20.0,100.0,1920,2748.305,5342.277
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,0.5,1.0,1920,0.025,0.049
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,0.5,5.0,1920,0.127,0.247
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,0.5,10.0,1920,0.254,0.494
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,0.5,20.0,1920,0.508,0.987
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,0.5,50.0,1920,1.27,2.468
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,0.5,100.0,1920,2.54,4.937
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,1.0,1.0,1920,0.051,0.099
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,1.0,5.0,1920,0.254,0.494
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,1.0,10.0,1920,0.508,0.987
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,1.0,20.0,1920,1.016,1.975
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,1.0,50.0,1920,2.54,4.937
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,1.0,100.0,1920,5.079,9.873
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,2.0,1.0,1920,0.102,0.197
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,2.0,5.0,1920,0.508,0.987
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,2.0,10.0,1920,1.016,1.975
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,2.0,20.0,1920,2.032,3.949
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,2.0,50.0,1920,5.079,9.873
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,2.0,100.0,1920,10.158,19.746
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,4.0,1.0,1920,0.203,0.395
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,4.0,5.0,1920,1.016,1.975
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,4.0,10.0,1920,2.032,3.949
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,4.0,20.0,1920,4.063,7.898
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,4.0,50.0,1920,10.158,19.746
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,4.0,100.0,1920,20.317,39.492
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,8.0,1.0,1920,0.406,0.79
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,8.0,5.0,1920,2.032,3.949
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,8.0,10.0,1920,4.063,7.898
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,8.0,20.0,1920,8.127,15.797
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,8.0,50.0,1920,20.317,39.492
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,8.0,100.0,1920,40.633,78.985
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,10.0,1.0,1920,0.508,0.987
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,10.0,5.0,1920,2.54,4.937
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,10.0,10.0,1920,5.079,9.873
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,10.0,20.0,1920,10.158,19.746
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,10.0,50.0,1920,25.396,49.366
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,10.0,100.0,1920,50.792,98.731
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,20.0,1.0,1920,1.016,1.975
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,20.0,5.0,1920,5.079,9.873
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,20.0,10.0,1920,10.158,19.746
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,20.0,20.0,1920,20.317,39.492
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,20.0,50.0,1920,50.792,98.731
manual_1fps_full_validated_interval_50_87,net_rate_px_s,net start-to-end rate,3.017,20.0,100.0,1920,101.583,197.462
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,0.5,1.0,1920,0.677,1.315
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,0.5,5.0,1920,3.383,6.576
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,0.5,10.0,1920,6.766,13.151
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,0.5,20.0,1920,13.531,26.303
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,0.5,50.0,1920,33.829,65.757
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,0.5,100.0,1920,67.657,131.515
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,1.0,1.0,1920,1.353,2.63
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,1.0,5.0,1920,6.766,13.151
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,1.0,10.0,1920,13.531,26.303
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,1.0,20.0,1920,27.063,52.606
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,1.0,50.0,1920,67.657,131.515
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,1.0,100.0,1920,135.314,263.03
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,2.0,1.0,1920,2.706,5.261
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,2.0,5.0,1920,13.531,26.303
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,2.0,10.0,1920,27.063,52.606
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,2.0,20.0,1920,54.126,105.212
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,2.0,50.0,1920,135.314,263.03
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,2.0,100.0,1920,270.628,526.06
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,4.0,1.0,1920,5.413,10.521
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,4.0,5.0,1920,27.063,52.606
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,4.0,10.0,1920,54.126,105.212
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,4.0,20.0,1920,108.251,210.424
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,4.0,50.0,1920,270.628,526.06
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,4.0,100.0,1920,541.257,1052.119
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,8.0,1.0,1920,10.825,21.042
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,8.0,5.0,1920,54.126,105.212
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,8.0,10.0,1920,108.251,210.424
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,8.0,20.0,1920,216.503,420.848
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,8.0,50.0,1920,541.257,1052.119
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,8.0,100.0,1920,1082.514,2104.238
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,10.0,1.0,1920,13.531,26.303
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,10.0,5.0,1920,67.657,131.515
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,10.0,10.0,1920,135.314,263.03
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,10.0,20.0,1920,270.628,526.06
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,10.0,50.0,1920,676.571,1315.149
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,10.0,100.0,1920,1353.142,2630.298
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,20.0,1.0,1920,27.063,52.606
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,20.0,5.0,1920,135.314,263.03
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,20.0,10.0,1920,270.628,526.06
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,20.0,20.0,1920,541.257,1052.119
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,20.0,50.0,1920,1353.142,2630.298
manual_1fps_full_validated_interval_50_87,path_average_rate_px_s,path-length average rate,80.376,20.0,100.0,1920,2706.285,5260.596
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,0.5,1.0,1920,0.445,0.865
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,0.5,5.0,1920,2.226,4.327
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,0.5,10.0,1920,4.452,8.654
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,0.5,20.0,1920,8.904,17.307
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,0.5,50.0,1920,22.259,43.268
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,0.5,100.0,1920,44.518,86.536
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,1.0,1.0,1920,0.89,1.731
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,1.0,5.0,1920,4.452,8.654
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,1.0,10.0,1920,8.904,17.307
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,1.0,20.0,1920,17.807,34.614
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,1.0,50.0,1920,44.518,86.536
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,1.0,100.0,1920,89.036,173.072
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,2.0,1.0,1920,1.781,3.461
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,2.0,5.0,1920,8.904,17.307
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,2.0,10.0,1920,17.807,34.614
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,2.0,20.0,1920,35.614,69.229
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,2.0,50.0,1920,89.036,173.072
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,2.0,100.0,1920,178.072,346.145
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,4.0,1.0,1920,3.561,6.923
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,4.0,5.0,1920,17.807,34.614
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,4.0,10.0,1920,35.614,69.229
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,4.0,20.0,1920,71.229,138.458
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,4.0,50.0,1920,178.072,346.145
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,4.0,100.0,1920,356.144,692.289
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,8.0,1.0,1920,7.123,13.846
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,8.0,5.0,1920,35.614,69.229
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,8.0,10.0,1920,71.229,138.458
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,8.0,20.0,1920,142.458,276.916
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,8.0,50.0,1920,356.144,692.289
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,8.0,100.0,1920,712.289,1384.578
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,10.0,1.0,1920,8.904,17.307
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,10.0,5.0,1920,44.518,86.536
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,10.0,10.0,1920,89.036,173.072
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,10.0,20.0,1920,178.072,346.145
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,10.0,50.0,1920,445.18,865.361
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,10.0,100.0,1920,890.361,1730.723
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,20.0,1.0,1920,17.807,34.614
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,20.0,5.0,1920,89.036,173.072
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,20.0,10.0,1920,178.072,346.145
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,20.0,20.0,1920,356.144,692.289
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,20.0,50.0,1920,890.361,1730.723
manual_1fps_full_validated_interval_50_87,step_rate_median_px_s,median consecutive-step rate,52.887,20.0,100.0,1920,1780.722,3461.445
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,0.5,1.0,1920,0.074,0.143
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,0.5,5.0,1920,0.368,0.715
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,0.5,10.0,1920,0.736,1.431
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,0.5,20.0,1920,1.472,2.861
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,0.5,50.0,1920,3.68,7.154
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,0.5,100.0,1920,7.36,14.307
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,1.0,1.0,1920,0.147,0.286
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,1.0,5.0,1920,0.736,1.431
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,1.0,10.0,1920,1.472,2.861
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,1.0,20.0,1920,2.944,5.723
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,1.0,50.0,1920,7.36,14.307
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,1.0,100.0,1920,14.721,28.615
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,2.0,1.0,1920,0.294,0.572
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,2.0,5.0,1920,1.472,2.861
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,2.0,10.0,1920,2.944,5.723
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,2.0,20.0,1920,5.888,11.446
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,2.0,50.0,1920,14.721,28.615
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,2.0,100.0,1920,29.441,57.229
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,4.0,1.0,1920,0.589,1.145
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,4.0,5.0,1920,2.944,5.723
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,4.0,10.0,1920,5.888,11.446
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,4.0,20.0,1920,11.777,22.892
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,4.0,50.0,1920,29.441,57.229
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,4.0,100.0,1920,58.883,114.459
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,8.0,1.0,1920,1.178,2.289
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,8.0,5.0,1920,5.888,11.446
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,8.0,10.0,1920,11.777,22.892
manual_1fps_primary_interval_50_75,net_rate_px_s,net start-to-end rate,8.744,8.0,20.0,1920,23.553,45.783
