video,release_id,sample_index,approx_second,source_frame_index,phase,dvids_anchor,object_x_center_crop,object_y_center_crop,object_x_full_frame,object_y_full_frame,dx_from_crop_center,dy_from_crop_center,predicted_x_center_crop,predicted_y_center_crop,prev_seed_second,next_seed_second,seed_confidence,seed_note,refinement_delta_px,object_bbox_w,object_bbox_h,object_component_area,object_max_luma,object_mean_luma,candidate_count,nearest_colored_overlay_px,overlay_relation,review_confidence,marking_basis,annotated_frame_path,zoom_patch_path
DOD_111689115.mp4,DOW-UAP-PR44,110,176.0,5280,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,541.0,454.0,1021.0,724.0,61.0,184.0,562.0,440.7,176.0,176.0,high,single compact white candidate,24.86,7,5,31,255,201.81,1,161.77,separate from colored overlay,medium,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0110_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0110_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,111,176.2,5286,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,553.6,447.9,1033.6,717.9,73.6,177.9,565.9,435.0,176.0,177.0,high,interpolated between one-fps seed detections,17.88,6,5,27,255,214.63,1,161.69,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0111_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0111_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,112,176.4,5292,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,559.5,443.4,1039.5,713.4,79.5,173.4,569.8,429.3,176.0,177.0,high,interpolated between one-fps seed detections,17.53,6,6,26,255,196.96,1,160.58,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0112_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0112_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,113,176.6,5298,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,567.0,437.5,1047.0,707.5,87.0,167.5,573.8,423.5,176.0,177.0,high,interpolated between one-fps seed detections,15.51,5,6,26,250,197.5,1,159.62,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0113_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0113_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,114,176.8,5304,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,572.0,432.5,1052.0,702.5,92.0,162.5,577.7,417.8,176.0,177.0,high,interpolated between one-fps seed detections,15.74,5,6,26,255,210.12,1,158.41,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0114_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0114_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,115,177.0,5310,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,576.0,425.0,1056.0,695.0,96.0,155.0,581.6,412.1,177.0,177.0,high,single compact white candidate,14.06,5,5,21,253,190.9,1,154.93,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0115_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0115_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,116,177.2,5316,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,579.3,420.9,1059.3,690.9,99.3,150.9,583.8,406.3,177.0,178.0,high,interpolated between one-fps seed detections,15.36,4,5,15,252,178.67,1,153.93,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0116_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0116_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,117,177.4,5322,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,581.8,413.8,1061.8,683.8,101.8,143.8,586.0,400.4,177.0,178.0,high,interpolated between one-fps seed detections,14.05,5,5,19,255,196.79,1,150.43,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0117_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0117_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,118,177.6,5328,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,583.8,410.8,1063.8,680.8,103.8,140.8,588.2,394.6,177.0,178.0,high,interpolated between one-fps seed detections,16.84,5,5,19,255,194.32,1,149.68,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0118_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0118_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,119,177.8,5334,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,587.6,402.9,1067.6,672.9,107.6,132.9,590.4,388.7,177.0,178.0,high,interpolated between one-fps seed detections,14.42,4,5,17,255,211.76,1,146.94,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0119_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0119_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,120,178.0,5340,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,590.5,395.0,1070.5,665.0,110.5,125.0,592.6,382.9,178.0,178.0,high,single compact white candidate,12.28,4,5,16,255,188.69,1,144.07,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0120_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0120_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,121,178.2,5346,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,591.7,390.5,1071.7,660.5,111.7,120.5,590.6,375.7,178.0,179.0,high,interpolated between one-fps seed detections,14.88,4,4,14,255,216.93,1,141.47,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0121_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0121_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,122,178.4,5352,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,593.6,384.4,1073.6,654.4,113.6,114.4,588.6,368.4,178.0,179.0,high,interpolated between one-fps seed detections,16.72,4,4,13,255,207.38,1,137.41,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0122_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0122_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,123,178.6,5358,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,594.0,379.0,1074.0,649.0,114.0,109.0,586.7,361.2,178.0,179.0,high,interpolated between one-fps seed detections,19.27,3,3,9,255,226.33,1,133.22,separate from colored overlay,medium,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0123_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0123_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,124,178.8,5364,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,594.0,372.0,1074.0,642.0,114.0,102.0,584.7,353.9,178.0,179.0,high,interpolated between one-fps seed detections,20.32,3,3,9,255,221.67,1,127.61,separate from colored overlay,medium,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0124_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0124_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,125,179.0,5370,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,591.0,360.5,1071.0,630.5,111.0,90.5,582.7,346.7,179.0,179.0,high,single compact white candidate,16.1,3,2,6,255,231.0,1,116.77,separate from colored overlay,high,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0125_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0125_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,126,179.2,5376,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,574.8,341.2,1054.8,611.2,94.8,71.2,574.8,341.2,179.0,180.0,high,interpolated between one-fps seed detections,0.0,,,,,,,91.57,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0126_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0126_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,127,179.4,5382,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,567.0,335.6,1047.0,605.6,87.0,65.6,567.0,335.6,179.0,180.0,high,interpolated between one-fps seed detections,0.0,,,,,,,82.31,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0127_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0127_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,128,179.6,5388,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,559.1,330.1,1039.1,600.1,79.1,60.1,559.1,330.1,179.0,180.0,high,interpolated between one-fps seed detections,0.0,,,,,,,73.14,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0128_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0128_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,129,179.8,5394,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,551.3,324.5,1031.3,594.5,71.3,54.5,551.3,324.5,179.0,180.0,high,interpolated between one-fps seed detections,0.0,,,,,,,64.11,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0129_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0129_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,130,180.0,5400,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,564.0,327.5,1044.0,597.5,84.0,57.5,543.4,319.0,180.0,180.0,high,single compact white candidate,22.28,3,2,6,255,238.0,1,74.14,separate from colored overlay,medium,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0130_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0130_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,131,180.2,5406,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,532.9,315.4,1012.9,585.4,52.9,45.4,532.9,315.4,180.0,181.0,high,interpolated between one-fps seed detections,0.0,,,,,,,47.51,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0131_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0131_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,132,180.4,5412,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,522.4,311.8,1002.4,581.8,42.4,41.8,522.4,311.8,180.0,181.0,high,interpolated between one-fps seed detections,0.0,,,,,,,41.31,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0132_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0132_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,133,180.6,5418,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,534.0,314.5,1014.0,584.5,54.0,44.5,512.0,308.2,180.0,181.0,high,interpolated between one-fps seed detections,22.92,3,2,6,254,244.83,1,47.08,separate from colored overlay,medium,interpolated one-fps seed plus local compact-bright refinement,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0133_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0133_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,134,180.8,5424,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,501.5,304.6,981.5,574.6,21.5,34.6,501.5,304.6,180.0,181.0,high,interpolated between one-fps seed detections,0.0,,,,,,,23.48,near colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0134_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0134_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,135,181.0,5430,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,491.0,301.0,971.0,571.0,11.0,31.0,491.0,301.0,181.0,181.0,high,single compact white candidate,0.0,,,,,,,13.0,near colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0135_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0135_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,136,181.2,5436,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,478.1,299.8,958.1,569.8,-1.9,29.8,478.1,299.8,181.0,182.0,high,interpolated between one-fps seed detections,0.0,,,,,,,0.22,intersects colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0136_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0136_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,137,181.4,5442,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,465.2,298.6,945.2,568.6,-14.8,28.6,465.2,298.6,181.0,182.0,high,interpolated between one-fps seed detections,0.0,,,,,,,9.81,near colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0137_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0137_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,138,181.6,5448,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,452.3,297.4,932.3,567.4,-27.7,27.4,452.3,297.4,181.0,182.0,high,interpolated between one-fps seed detections,0.0,,,,,,,22.7,near colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0138_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0138_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,139,181.8,5454,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,439.4,296.2,919.4,566.2,-40.6,26.2,439.4,296.2,181.0,182.0,high,interpolated between one-fps seed detections,0.0,,,,,,,25.2,near colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0139_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0139_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,140,182.0,5460,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,426.5,295.0,906.5,565.0,-53.5,25.0,426.5,295.0,182.0,182.0,high,single compact white candidate,0.0,,,,,,,27.06,near colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0140_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0140_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,141,182.2,5466,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,414.8,294.7,894.8,564.7,-65.2,24.7,414.8,294.7,182.0,183.0,high,interpolated between one-fps seed detections,0.0,,,,,,,33.84,near colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0141_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0141_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,142,182.4,5472,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,403.1,294.3,883.1,564.3,-76.9,24.3,403.1,294.3,182.0,183.0,high,interpolated between one-fps seed detections,0.0,,,,,,,42.81,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0142_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0142_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,143,182.6,5478,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,391.4,294.0,871.4,564.0,-88.6,24.0,391.4,294.0,182.0,183.0,high,interpolated between one-fps seed detections,0.0,,,,,,,52.86,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0143_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0143_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,144,182.8,5484,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,379.7,293.6,859.7,563.6,-100.3,23.6,379.7,293.6,182.0,183.0,high,interpolated between one-fps seed detections,0.0,,,,,,,63.47,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0144_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0144_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,145,183.0,5490,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,368.0,293.3,848.0,563.3,-112.0,23.3,368.0,293.3,183.0,183.0,high,single compact white candidate,0.0,,,,,,,74.42,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0145_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0145_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,146,183.2,5496,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,365.6,294.3,845.6,564.3,-114.4,24.3,365.6,294.3,183.0,184.0,high,interpolated between one-fps seed detections,0.0,,,,,,,76.98,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0146_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0146_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,147,183.4,5502,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,363.2,295.2,843.2,565.2,-116.8,25.2,363.2,295.2,183.0,184.0,high,interpolated between one-fps seed detections,0.0,,,,,,,79.54,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0147_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0147_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,148,183.6,5508,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,360.9,296.2,840.9,566.2,-119.1,26.2,360.9,296.2,183.0,184.0,high,interpolated between one-fps seed detections,0.0,,,,,,,81.1,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0148_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0148_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,149,183.8,5514,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,358.5,297.1,838.5,567.1,-121.5,27.1,358.5,297.1,183.0,184.0,high,interpolated between one-fps seed detections,0.0,,,,,,,78.8,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0149_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0149_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,150,184.0,5520,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,356.1,298.1,836.1,568.1,-123.9,28.1,356.1,298.1,184.0,184.0,high,single compact white candidate,0.0,,,,,,,76.53,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0150_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0150_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,151,184.2,5526,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,358.2,299.8,838.2,569.8,-121.8,29.8,358.2,299.8,184.0,185.0,high,interpolated between one-fps seed detections,0.0,,,,,,,78.77,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0151_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0151_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,152,184.4,5532,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,360.2,301.5,840.2,571.5,-119.8,31.5,360.2,301.5,184.0,185.0,high,interpolated between one-fps seed detections,0.0,,,,,,,81.04,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0152_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0152_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,153,184.6,5538,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,362.3,303.2,842.3,573.2,-117.7,33.2,362.3,303.2,184.0,185.0,high,interpolated between one-fps seed detections,0.0,,,,,,,83.2,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0153_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0153_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,154,184.8,5544,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,364.3,304.9,844.3,574.9,-115.7,34.9,364.3,304.9,184.0,185.0,high,interpolated between one-fps seed detections,0.0,,,,,,,82.0,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0154_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0154_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,155,185.0,5550,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,366.4,306.6,846.4,576.6,-113.6,36.6,366.4,306.6,185.0,185.0,high,single compact white candidate,0.0,,,,,,,80.86,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0155_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0155_patch.jpg
DOD_111689115.mp4,DOW-UAP-PR44,156,185.2,5556,primary sustained point-return interval,Within DVIDS 00:31-03:24 sensor focus/track interval,371.8,309.4,851.8,579.4,-108.2,39.4,371.8,309.4,185.0,186.0,high,interpolated between one-fps seed detections,0.0,,,,,,,77.43,separate from colored overlay,low,interpolated one-fps seed only; local compact-bright refinement failed,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/annotated-center-crops/frame_0156_annotated.jpg,research/ufo-derived/video-motion-pass/pr44-standalone/DOD_111689115/object-zoom-patches/frame_0156_patch.jpg
