source_row,manifest_retrieval_source,manifest_retrieval_note,record_id,title,type,family,agency,release_date,incident_date,incident_location,redaction_flag,video_pairing,pdf_pairing,dvids_video_id,dvids_url,dvids_video_title,asset_url,asset_filename,asset_extension,thumbnail_url,thumbnail_filename,local_exact_filename_match,local_bytes,local_source_path,description_blurb
97,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR036,"DOW-UAP-PR036, Unresolved UAP Report, Middle East, May 2020",VID,public-release video,Department of War,5/8/26,N/A,Middle East,TRUE,,DoW-UAP-D038,1006083,https://www.dvidshub.net/video/1006083,"Unresolved UAP Report, Middle East, May 2020",https://www.war.gov/medialink/ufo/release_1/dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,.pdf,,,yes,342668,I:\My Drive\UFO\dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of two minutes and 17 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. An accompanying Range Fouler report, DoW-UAP-D38, described the UAP as a solid white object making erratic movements above the water. Video Description: 00:05: An area of contrast briefly enters the sensor field-of-view from the left side of the screen. 00:06-00:18: The sensor pans away from the scene’s initial subject matter while cycling contrast settings and zoom levels. 00:19: The area of contrast re-enters the sensor field-of-view from near the center of the top edge of the screen. 00:20-01:15: The area of contrast remains generally within the sensor field-of-view. 01:16: The sensor narrows its field-of-view to zoom in on the area of contrast. 01:56: The sensor further narrows its field-of-view to zoom in on the area of contrast. 02:10: A blue reticle briefly appears on screen but does not acquire a lock on the area of contrast. 02:15-02:17: The sensor switches to a different modality and loses track of the area of contrast. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
98,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR037,"DOW-UAP-PR037, Unresolved UAP Report, Middle East, 2020",VID,public-release video,Department of War,5/8/26,N/A,Arabian Gulf,TRUE,,,1006087,https://www.dvidshub.net/video/1006087,"Unresolved UAP Report, Arabian Gulf 2020",,,,,,,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of nine seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation. Video Description: 00:06-00:08: An area of contrast enters the sensor field-of-view from the bottom left quarter of the screen, follows a generally linear path from the bottom of the screen to the top, and exits from the top left quarter. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
99,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR038,"DOW-UAP-PR038, Unresolved UAP Report, Middle East, 2013",VID,public-release video,Department of War,5/8/26,N/A,Middle East,TRUE,,,1006088,https://www.dvidshub.net/video/1006088,"Resolved as an Aircraft, Middle East 2013",,,,,,,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 46 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2013. The reporter did not provide any oral or written description of the observation. Video Description: This video depicts an area of contrast resembling an eight-pointed star with arms of alternating length. 00:10: The sensor field-of-view narrows to zoom in on the area of contrast. 00:11-00:29: The area of contrast moves within the sensor field-of-view, followed by a visible trail. 00:30: The area of contrast leaves the sensor field-of-view at the bottom right of the screen. 00:35-01:44: Following an apparent cut, the area of contrast generally remains within the sensor field-of-view before exiting the frame from the top left quarter of the screen. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
100,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR039,"DOW-UAP-PR039, Unresolved UAP Report, Middle East, 2020",VID,public-release video,Department of War,5/8/26,N/A,Arabian Gulf,TRUE,,,1006089,https://www.dvidshub.net/video/1006089,"Unresolved UAP Report, Arabian Gulf, 2020",,,,,,,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation. Video Description: 00:03-00:05: A faint area of contrast enters the sensor field-of-view from the bottom half of the right edge of the screen, proceeds from right to left across the corner of the frame, and exits the scene from near the center of the bottom edge of the screen. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
101,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR040,"DOW-UAP-PR040, Unresolved UAP Report, Middle East, 2020",VID,public-release video,Department of War,5/8/26,N/A,Arabian Gulf,TRUE,,,1006093,https://www.dvidshub.net/video/1006093,"Unresolved UAP Report, Arabian Gulf, 2020",,,,,,,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and three seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The original reporter digitally altered the imagery by pausing the video playback and adding a white line encircling an area of interest at timestamp 00:10, annotated with the phrase “U/I SMALL THERMAL SIGNATURE.” AARO did not edit the originally reported material, and this media is presented as received. Video Description: 00:00-00:09: An area of contrast brightens within the sensor field-of-view, becoming increasingly distinct against the background. 00:10-00:14: Playback pauses to display a white line encircling an area of interest, annotated with the phrase “U/I SMALL THERMAL SIGNATURE.” 00:15-01:03: Playback resumes, with the sensor panning to track the area of contrast against the background, generally maintaining the area of contrast’s position within the top third of the display area. During this period, the sensor cycles through several contrast and zoom settings. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
102,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR041,"DOW-UAP-PR041, Unresolved UAP Report, Middle East, 2020",VID,public-release video,Department of War,5/8/26,N/A,Arabian Gulf,TRUE,,,1006094,https://www.dvidshub.net/video/1006094,"Unresolved UAP Report, Arabian Gulf, 2020",,,,,,,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 34 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation. Video Description: 00:01: An area of contrast enters the sensor field-of-view from the bottom third of the left side of the screen. 00:02-01:34: The sensor pans from left to right, tracking the area of contrast and keeping it generally centered within the field-of-view. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
103,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR042,"DOW-UAP-PR042, Unresolved UAP Report, Middle East, 2020",VID,public-release video,Department of War,5/8/26,N/A,Arabian Gulf,TRUE,,,1006097,https://www.dvidshub.net/video/1006097,"Unresolved UAP Report, Arabian Gulf, 2020",,,,,,,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of four minutes and 53 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation. Video Description: 00:00-00:12: An area of contrast enters the sensor field-of-view from the bottom left corner of the frame. The sensor pans to track the area of contrast, keeping it generally within the lower left quadrant of the frame. 00:13-00:40: The area of contrast intermittently loses distinctiveness against the background, seeming to disappear and reappear irregularly. 00:41: The sensor narrows its field-of-view to zoom in on the area of contrast. 00:42-00:52: An area of contrast exits the sensor field-of-view from the left half of the top of the frame, after which the sensor pans up and to the left. 00:53-02:09: The sensor pans erratically, with an area of contrast appearing in a relatively fixed position to the left and slightly below the center of the frame. 02:09-02:29: The sensor switches imaging modalities, and the area of contrast appears to the right and slightly above the center of the frame. 02:30-04:53: The sensor switches imaging modalities again, and the area of contrast returns to its previous position to the left and slightly below the center of the frame. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
104,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR043,"DOW-UAP-PR043, Unresolved UAP Report, Africa, 2025",VID,public-release video,Department of War,5/8/26,N/A,Djibouti,TRUE,,,1006159,https://www.dvidshub.net/video/1006159,"Unresolved UAP Report, Djibouti, 2025",,,,,,,,,"The United States Africa Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of two seconds of video footage from an infrared sensor aboard a U.S. military platform in 2025. The reporter did not provide any oral or written description of the observation. Video Description: 00:00-00:02: A small, barely distinguishable area of contrast moves from the left side of the sensor field-of-view to the right side, exiting the scene from the bottom right quarter of the screen. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance. The video is looped for viewing purposes."
105,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR044,"DOW-UAP-PR044, Unresolved UAP Report, Middle East, 2020",VID,public-release video,Department of War,5/8/26,N/A,Arabian Gulf,TRUE,,,1006104,https://www.dvidshub.net/video/1006104,"Unresolved UAP Report, Arabian Gulf, 2020",,,,,,,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of five minutes and 11 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation. Video Description: This video features incidentally recorded audio, which does not relate to the visual content described below. 00:00-00:30: No content. 00:31-03:24: The sensor pans down and to the right to focus on an area of contrast. The sensor tracks the area of contrast against the background for approximately three minutes, panning to maintain its position generally within the center of the frame. The sensor cycles contrast and zoom levels several times throughout, appearing as brief, bright white flashes across the frame. 03:25-04:23: The sensor cycles through reticles of various sizes while continuing to track the area of contrast. Between 04:20 and 04:23, the area of contrast briefly leaves the center of the sensor field-of-view. 04:24-04:50: The sensor field-of-view widens to zoom out from the scene, continuing to track the area of contrast. 04:50-04:54: The sensor stops tracking the area of contrast, at which point it exits the frame from the top left quadrant of the screen. 04:55-05:11: No content. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
106,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR045,"DOW-UAP-PR045, Unresolved UAP Report, Middle East, 2020",VID,public-release video,Department of War,5/8/26,N/A,Southern United States,TRUE,,,1006105,https://www.dvidshub.net/video/1006105,"Unresolved UAP Report, Southern United States, 2020",,,,,,,,,"The Department of the Air Force submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 58 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation. Video Description: 00:00-00:03: The sensor tracks an area of contrast acquiring a reticle lock. 00:04-00:30: The area of contrast gradually increases in distinctiveness against the background. 00:31: The sensor narrows its field-of-view to zoom in on the area of contrast. 00:32-00:56: The area of contrast increases in apparent size and distinctiveness. 00:57-00:58: The area of contrast leaves the center of the frame and passes out of the sensor field-of-view, exiting the scene in the bottom right corner of the screen. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance. AARO Comment: The area of contrast’s apparent increase in size is likely to be at least partially attributable to the U.S. platform closing the distance between itself and the source of the detection."
107,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR046,"DOW-UAP-PR046, Unresolved UAP Report, INDOPACOM, 2024",VID,public-release video,Department of War,5/8/26,N/A,East China Sea,TRUE,,,1006106,https://www.dvidshub.net/video/1006106,"Unresolved UAP Report East China Sea, 2024",,,,,,,,,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of nine seconds of video footage from an infrared sensor aboard a U.S. military platform in 2024. The reporter did not provide any oral or written description of the observation. Video Description: 00:00-00:09: The sensor focuses on an area of contrast that resembles a football-shaped body with three radial projections: one oriented vertically, and two oriented downward at a 45-degree angle relative to the major axis of the main mass. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
108,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR047,"DOW-UAP-PR047, Unresolved UAP Report, INDOPACOM, 2023",VID,public-release video,Department of War,5/8/26,N/A,Japan,TRUE,,,1006107,https://www.dvidshub.net/video/1006107,"Unresolved UAP Report Japan, 2023",,,,,,,,,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 59 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023. The reporter did not provide any oral or written description of the observation. Video Description: 00:00-01:59: The sensor tracks three distinct areas of contrast, maintaining their positions generally within the center of the frame. The areas of contrast appear to maintain a fixed position and orientation relative to one another. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
109,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR048,"DOW-UAP-PR048, Unresolved UAP Report, INDOPACOM, 2024",VID,public-release video,Department of War,5/8/26,N/A,Indo-PACOM,TRUE,,,1006110,https://www.dvidshub.net/video/1006110,"Unresolved UAP Report, Indo-PACOM 2024",,,,,,,,,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 39 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2024. The reporter did not provide any oral or written description of the observation. Video Description: 00:00-01:39: The sensor tracks an area of contrast, maintaining its position generally within the center of the frame. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
110,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR049,"DOW-UAP-PR049, Unresolved UAP Report, Department of the Army, 2026",VID,public-release video,Department of War,5/8/26,N/A,North America,TRUE,,,1006111,https://www.dvidshub.net/video/1006111,"Unresolved UAP Report, Department of the Army 2026",,,,,,,,,"The Department of the Army submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 49 seconds of video from an infrared sensor aboard a U.S. military platform in 2026. The reporter did not provide any oral or written description of the observation. Video Description: 00:00-00:08: The sensor tracks an initial area of interest. 00:09-00:16: The sensor disengages from its previous area of focus and pans from right to left to track two areas of contrast, narrowing the field-of-view to zoom in while panning to maintain the objects' positions generally within the center of the frame. 00:17-01:03: The sensor widens its field-of-view to zoom out, keeping the areas of contrast generally centered within the display. 01:04-01:08: The sensor field-of-view rapidly cycles between levels of zoom, causing the areas of contrast to appear to rapidly increase and decrease in size. 01:09-01:48: The sensor tracks the areas of contrast while maintaining a generally centered position, intermittently cycling between contrast settings. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
222,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,,Western US Event,PDF,other,Department of War,5/8/26,2023,Western United States,,,,,,,https://www.war.gov/medialink/ufo/release_1/western_us_event_slides_5.08.2026.pdf,western_us_event_slides_5.08.2026.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/western_us_event_slides_5.08.2026.jpg,western_us_event_slides_5.08.2026.jpg,yes,63463,I:\My Drive\UFO\western_us_event_slides_5.08.2026.pdf,"This document is a summary of statements by seven US PERSONs employed by the federal government who separately reported observing several unidentified anomalous phenomena in the western United States over the course of two days in 2023. The summary notes the US PERSONS reported four distinct categories of experiences, including observing “orbs launching other orbs” at a distance, observing a large stationary glowing orb at close estimated range, pursuing a large phenomenon near the ground, and observing a large, seemingly transparent phenomenon, reported to being akin to a “translucent kite.” Although there is no technical data directly associated with this report, contextual factors — such as these events sharing features with others reported to the All-domain Anomaly Resolution Office (AARO), the reporters’ credibility, and the potentially anomalous nature of the events themselves — combine to make this report among the most compelling within AARO’s current holdings."
