source_row,manifest_retrieval_source,manifest_retrieval_note,record_id,title,type,family,agency,release_date,incident_date,incident_location,redaction_flag,video_pairing,pdf_pairing,dvids_video_id,dvids_url,dvids_video_title,asset_url,asset_filename,asset_extension,thumbnail_url,thumbnail_filename,local_exact_filename_match,local_bytes,local_source_path,description_blurb
76,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-D061,"DOW-UAP-D061, Mission Report, Arabian Gulf, August 2020",PDF,mission report,Department of War,5/8/26,8/27/20,Arabian Gulf,TRUE,,,,,,https://www.war.gov/medialink/ufo/release_1/dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d61-mission-report-persian-gulf-august-2020.jpg,dow-uap-d61-mission-report-persian-gulf-august-2020.jpg,yes,877324,I:\My Drive\UFO\dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report. A U.S. military operator reported observing a “formation of unknown flying objects” traveling northeast to northwest along the coast for approximately two minutes. The report notes that light cloud coverage “prevented the continuous tracking of the formation.” All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics."
77,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-D062,"DOW-UAP-D062, Mission Report, Strait of Hormuz, September 2020",PDF,mission report,Department of War,5/8/26,9/16/20,Strait of Hormuz,TRUE,,,,,,https://www.war.gov/medialink/ufo/release_1/dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d62-mission-report-strait-of-hormuz-september-2020.jpg,dow-uap-d62-mission-report-strait-of-hormuz-september-2020.jpg,yes,1045437,I:\My Drive\UFO\dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report. A U.S. military operator reported observing one UAP at an estimated altitude of 1,800 feet. All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics."
78,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-D063,"DOW-UAP-D063, Mission Report, Strait of Hormuz, October 2020",PDF,mission report,Department of War,5/8/26,10/1/20,Strait of Hormuz,TRUE,,,,,,https://www.war.gov/medialink/ufo/release_1/dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d63-mission-report-strait-of-hormuz-october-2020.jpg,dow-uap-d63-mission-report-strait-of-hormuz-october-2020.jpg,yes,3311583,I:\My Drive\UFO\dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report. A U.S. military operator reported observing a UAP. All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics."
79,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-D064,"DOW-UAP-D064, Mission Report, Iran, November 2020",PDF,mission report,Department of War,5/8/26,11/2/20,Iran,TRUE,,,,,,https://www.war.gov/medialink/ufo/release_1/dow-uap-d64-mission-report-iran-november-2020.pdf,dow-uap-d64-mission-report-iran-november-2020.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d64-mission-report-iran-november-2020.jpg,dow-uap-d64-mission-report-iran-november-2020.jpg,yes,860506,I:\My Drive\UFO\dow-uap-d64-mission-report-iran-november-2020.pdf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report. A U.S. military operator reported observing two UAP on November 2, 2020, at 2143Z and at 2148Z. The first observation occurred at an unknown altitude. The reporter described the second UAP’s direction of travel as proceeding to the northwest. All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics."
80,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-D065,"DOW-UAP-D065, Mission Report, Arabian Gulf, July 2020",PDF,mission report,Department of War,5/8/26,7/16/20,Arabian Gulf,TRUE,,,,,,https://www.war.gov/medialink/ufo/release_1/dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d65-mission-report-persian-gulf-july-2020.jpg,dow-uap-d65-mission-report-persian-gulf-july-2020.jpg,yes,3043075,I:\My Drive\UFO\dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report. A U.S. military operator reported encountering three separate UAP on July 16, 2020, at 1830Z, 1920Z, and 2345Z. All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics."
81,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-D074,"DOW-UAP-D074, Mission Report, Syria, November 2023",PDF,mission report,Department of War,5/8/26,11/9/23,Syria,TRUE,,,,,,https://www.war.gov/medialink/ufo/release_1/dow-uap-d74-mission-report-syria-november-2023.pdf,dow-uap-d74-mission-report-syria-november-2023.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d74-mission-report-syria-november-2023.jpg,dow-uap-d74-mission-report-syria-november-2023.jpg,yes,719044,I:\My Drive\UFO\dow-uap-d74-mission-report-syria-november-2023.pdf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report. A U.S. military operator reported observing one UAP “shaped as a bouncy ball.” The observer described the UAP as traveling “~424kn (483 mph) consistently for at least 7mins.” The reporter described the UAP approaching from the south. The operator assessed the object as “benign.” All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics."
82,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-D075,"DOW-UAP-D075, Mission Report, Gulf of Aden, July 2024",PDF,mission report,Department of War,5/8/26,7/14/24,Gulf of Aden,TRUE,,,,,,https://www.war.gov/medialink/ufo/release_1/dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d75-mission-report-gulf-of-aden-july-2024.jpg,dow-uap-d75-mission-report-gulf-of-aden-july-2024.jpg,yes,792150,I:\My Drive\UFO\dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report. A U.S. military operator reported observing one UAP on July 14, 2024. The observer reported that the UAP maintained a “straight flight path at same altitude”. The report notes that the UAP’s “speed was faster than flying speed,” and the operator assessed the object as “benign.” The operator reported following the UAP “till the distance became too far.” All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics."
83,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR019,"DOW-UAP-PR019, Unresolved UAP Report, Middle East, May 2022",VID,public-release video,Department of War,5/8/26,N/A,Middle East,TRUE,,DoW-UAP-D010,1006056,https://www.dvidshub.net/video/1006056,"Unresolved UAP Report, Middle East, May 2022",https://www.war.gov/medialink/ufo/release_1/dow-uap-d10-mission-report-middle-east-may-2022.pdf,dow-uap-d10-mission-report-middle-east-may-2022.pdf,.pdf,,,yes,663290,I:\My Drive\UFO\dow-uap-d10-mission-report-middle-east-may-2022.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from an infrared sensor aboard a U.S. military platform in 2022. An accompanying mission report, DoW-UAP-D10, described the observation as a “possible missile” moving across the field-of-view. The report also described four other objects not depicted in the video as “possible birds.” Video Description: At the two second mark, the video depicts an area of contrast moving from left to right across the bottom third of the sensor field-of-view. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
84,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR020,"DOW-UAP-PR020, Unresolved UAP Report, Kuwait, May 2022",PDF,other,Department of War,5/8/26,N/A,Iraq,TRUE,,DoW-UAP-D012,,,"Unresolved UAP Report, Iraq, May 2022",https://www.war.gov/medialink/ufo/release_1/dow-uap-pr20.pdf,dow-uap-pr20.pdf,.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-pr20.jpg,dow-uap-pr20.jpg,yes,2292342,I:\My Drive\UFO\dow-uap-pr20.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2022. The original reporter digitally altered the imagery by adding a red line encircling an area of interest before submitting it to AARO. An accompanying mission report, DoW-UAP-D12, described the UAP as moving from north to northeast. The operator reported that they were unable to positively identify the UAP. Image Description: The image contains an encircled, elongated area of contrast in the top left quarter. The area of contrast increases in intensity along its length from top left to bottom right. This image description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
85,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR021,"DOW-UAP-PR021, Unresolved UAP Report, Iraq, May 2022",VID,public-release video,Department of War,5/8/26,N/A,Iraq,TRUE,,DoW-UAP-D014,1006059,https://www.dvidshub.net/video/1006059,"Unresolved UAP Report, Iraq, May 2022",https://www.war.gov/medialink/ufo/release_1/dow-uap-d14-mission-report-iraq-may-2022.pdf,dow-uap-d14-mission-report-iraq-may-2022.pdf,.pdf,,,yes,7463660,I:\My Drive\UFO\dow-uap-d14-mission-report-iraq-may-2022.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of ten seconds of video footage from an infrared sensor aboard a U.S. military platform in 2022. An accompanying mission report, DoW-UAP-D14, described the UAP as a “probable SU-27/35."" Video Description: The video depicts two areas of contrast moving together near the center of the field-of-view throughout the runtime. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance. AARO Comment: SU-27 and SU-35 are designations for military aircraft operated by the Armed Forces of the Russian Federation."
86,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR022,"DOW-UAP-PR022, Unresolved UAP Report, Syria, July 2022",VID,public-release video,Department of War,5/8/26,N/A,Syria,TRUE,,DoW-UAP-D016,1006060,https://www.dvidshub.net/video/1006060,"Unresolved UAP Report, Syria, July 2022",https://www.war.gov/medialink/ufo/release_1/dow-uap-d16-mission-report-syria-july-2022.pdf,dow-uap-d16-mission-report-syria-july-2022.pdf,.pdf,,,yes,6999240,I:\My Drive\UFO\dow-uap-d16-mission-report-syria-july-2022.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of 14 seconds of video footage from an infrared (left) and electro-optical (right) sensor aboard a U.S. military platform in 2022. An accompanying mission report, DoW-UAP-D16, described the UAP as “moving from north to south.” Video Description: At the five second mark, the video depicts an object moving from right to left across the top right quarter of the sensor field-of-view. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
87,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR023,"DOW-UAP-PR023, Unresolved UAP Report, Iraq, December 2022",VID,public-release video,Department of War,5/8/26,N/A,Iraq,TRUE,,DoW-UAP-D018,1006062,https://www.dvidshub.net/video/1006062,"Unresolved UAP Report, Iraq, December 2022",https://www.war.gov/medialink/ufo/release_1/dow-uap-d18-mission-report-iraq-december-2022.pdf,dow-uap-d18-mission-report-iraq-december-2022.pdf,.pdf,,,yes,3673697,I:\My Drive\UFO\dow-uap-d18-mission-report-iraq-december-2022.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of ten seconds of video footage from an infrared sensor aboard a U.S. military platform in 2022. An accompanying mission report, DoW-UAP-D18, described the UAP as ""flying west to east."" Video Description: The video depicts an area of contrast moving from the bottom left to the top right of the sensor field-of-view. At approximately six seconds, the area of contrast leaves the sensor field-of-view near the top right corner of the frame. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
88,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR026,"DOW-UAP-PR026, Unresolved UAP Report, United Arab Emirates, October 2023",VID,public-release video,Department of War,5/8/26,N/A,United Arab Emirates,TRUE,PR-027,DoW-UAP-D023,1006063,https://www.dvidshub.net/video/1006063,"Unresolved UAP Report, United Arab Emirates, October 2023",https://www.war.gov/medialink/ufo/release_1/dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,.pdf,,,yes,1324277,I:\My Drive\UFO\dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 43 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023. An accompanying mission report, DoW-UAP-D23, mentions a UAP was observed during the mission. Video Description: 00:00-00:17: An area of contrast remains generally within the top left quarter of the display. 00:17-00:18: The sensor pans from right to left, causing the area of contrast to pass through the center of the display. The sensor then pans from left to right, causing the area of contrast to return to its approximate initial position within the sensor field-of-view. 00:29: The sensor stops tracking the area of contrast, causing it to leave the sensor field-of-view on the left side of the screen. 00:30-00:43: The sensor resumes its motion relative to the background but does not reacquire the area of contrast. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
89,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR027,"DOW-UAP-PR027, Unresolved UAP Report, United Arab Emirates, October 2023",VID,public-release video,Department of War,5/8/26,N/A,United Arab Emirates,TRUE,PR-026,DoW-UAP-D023,1006067,https://www.dvidshub.net/video/1006067,"Unresolved UAP Report, United Arab Emirates, October 2023",https://www.war.gov/medialink/ufo/release_1/dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,.pdf,,,yes,1324277,I:\My Drive\UFO\dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of four minutes and 57 seconds of video footage from an infrared (IR) sensor aboard a U.S. military platform in 2023. An accompanying mission report, DoW-UAP-D23, mentions a UAP was observed during the mission. Video Description: 00:00-01:55: No content. 01:56: An area of contrast becomes distinguishable against the background in the center of the right side of the display. 02:04: The IR sensor pans to center on the area of contrast. 02:14: The sensor field-of-view narrows to zoom in on the area of contrast. 02:15-03:26: The area of contrast remains generally in the center of the sensor field-of-view. 03:27-04:57: The sensor motion causes the area of contrast to move erratically across the display. Due to this motion, the sensor system repeatedly loses and reacquires the area of contrast within the center area of the display. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
90,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR028,"DOW-UAP-PR028, Unresolved UAP Report, Greece, January 2024",VID,public-release video,Department of War,5/8/26,N/A,Greece,TRUE,,,1006073,https://www.dvidshub.net/video/1006073,"Unresolved UAP Report, Greece, January 2024",,,,,,,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and five seconds of video footage captured via multiple sensor modalities aboard a U.S. military platform in 2024. An accompanying mission report, DoW-UAP-D7, described the UAP as “diamond-shaped” and moving at approximately 434 knots. The observer also reported that the UAP was only detectable via short-wave infrared (SWIR) sensor. Video Description: The screen is split into two viewing areas for the first ten seconds of the video, with the right side displaying electro-optical footage and the left side displaying SWIR footage. 00:04: An area of contrast becomes distinguishable against the background in the center of the right frame. 00:10: The display shifts to a full-screen view of the SWIR feed to better focus on the area of contrast. 00:55: The area of contrast remains generally within the center of the sensor field-of-view. The area of contrast visually resembles an inverted teardrop with a vertically linear trailing mass suspended below. 00:56: The operator switches the sensor modality to visible spectrum, losing the subject against the background. 00:57-01:05: The operator switches the sensor modality to SWIR (Black-Hot) but does not reacquire the area of contrast. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
91,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR029,"DOW-UAP-PR029, Unresolved UAP Report, United Arab Emirates, June 2024",VID,public-release video,Department of War,5/8/26,N/A,Gulf of Oman,TRUE,,,1006074,https://www.dvidshub.net/video/1006074,"Unresolved UAP Report, Gulf of Oman, June 2024",,,,,,,,,"The United States Northern Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of 21 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2024. An accompanying mission report, DoW-UAP-D8, described the UAP as consisting of an object with a vertical pole or bar attached to the bottom of the object. The observer also reported that the UAP may instead be a reflection from an object in the water. Video Description: 00:00-00:21: An area of contrast visually resembling an inverted teardrop with a vertically linear trailing mass suspended below remains generally within the center of the sensor field-of-view throughout the video. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
92,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR031,"DOW-UAP-PR031, Unresolved UAP Report, Syria, October 2024",VID,public-release video,Department of War,5/8/26,N/A,Syria,TRUE,PR-032 | PR-033,DoW-UAP-D032,1006076,https://www.dvidshub.net/video/1006076,"Unresolved UAP Report, Syria, October 2024","https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf","dow-uap-d32-mission-report,-syria-october-2024.pdf",.pdf,,,yes,651740,"I:\My Drive\UFO\dow-uap-d32-mission-report,-syria-october-2024.pdf","The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from a full-motion video (FMV) camera aboard a U.S. military platform in 2024. An accompanying mission report, DoW-UAP-D32, described the UAP as consisting of a “misshapen and uneven ball of white light,” and reported that a “light/glare halo effect” occurred at the top of the FMV feed. Video Description: 00:00-00:01: An indistinctly shaped multi-colored area moves from right to left across the top edge of the sensor display within the first second of the video. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
93,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR032,"DOW-UAP-PR032, Unresolved UAP Report, Syria, October 2024",VID,public-release video,Department of War,5/8/26,N/A,Syria,TRUE,PR-031 | PR-033,DoW-UAP-D032,1006078,https://www.dvidshub.net/video/1006078,"Unresolved UAP Report, Syria, October 2024","https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf","dow-uap-d32-mission-report,-syria-october-2024.pdf",.pdf,,,yes,651740,"I:\My Drive\UFO\dow-uap-d32-mission-report,-syria-october-2024.pdf","The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of six seconds of video footage from a full-motion video (FMV) camera aboard a U.S. military platform in 2024. An accompanying mission report, DoW-UAP-D32, described the UAP as consisting of a “misshapen and uneven ball of white light,” and reported that a “light/glare halo effect” occurred at the top of the FMV feed. Video Description: 00:02-00:04: An area of irregular color and brightness, mainly consisting of white and red highlights, appears near the center of the top edge of the sensor display. The area extends to a width of approximately one-third of the horizontal frame, with a vertical area comprising approximately one-sixth of the viewing area. Overall, its shape is best described as a horizontally-oriented half-oval bisected along its major axis. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
94,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR033,"DOW-UAP-PR033, Unresolved UAP Report, Syria, October 2024",VID,public-release video,Department of War,5/8/26,N/A,Syria,TRUE,PR-031 | PR-032,DoW-UAP-D032,1006079,https://www.dvidshub.net/video/1006079,"Unresolved UAP Report, Syria, October 2024","https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf","dow-uap-d32-mission-report,-syria-october-2024.pdf",.pdf,,,yes,651740,"I:\My Drive\UFO\dow-uap-d32-mission-report,-syria-october-2024.pdf","The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from a full-motion video (FMV) camera aboard a U.S. military platform in 2024. An accompanying mission report, DoW-UAP-D32, described the UAP as consisting of a “misshapen and uneven ball of white light,” and reported that a “light/glare halo effect” occurred at the top of the FMV feed. Video Description: 00:01-00:03: Two semi-transparent, irregularly shaped orange areas overlay the background imagery, persisting for less than two seconds each. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
95,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR034,"DOW-UAP-PR034, Unresolved UAP Report, Greece, October 2023",VID,public-release video,Department of War,5/8/26,N/A,Greece,TRUE,,DoW-UAP-D033,1006080,https://www.dvidshub.net/video/1006080,"Unresolved UAP Report, Greece, October 2023",https://www.war.gov/medialink/ufo/release_1/dow-uap-d33-mission-report-greece-october-2023.pdf,dow-uap-d33-mission-report-greece-october-2023.pdf,.pdf,,,yes,897434,I:\My Drive\UFO\dow-uap-d33-mission-report-greece-october-2023.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of two minutes and 57 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023. An accompanying mission report, DoW-UAP-D33, described the UAP as flying near the surface of the ocean and making multiple “90-degree turns” at approximately 80 miles per hour. Video Description: 00:04: An area of contrast enters the sensor field-of-view from the bottom left quarter of the screen. 00:07-00:19: The area of contrast moves back and forth horizontally across the field-of-view as the sensor pans to track it. 00:20-01:00: The area of contrast remains generally centered within the sensor field-of-view. 01:00-02:01: The sensor designates the area of contrast with a blue reticle, synchronizing its motion with the area of contrast’s relative position. 02:02-02:21: The sensor engages a contrast filter to better differentiate the area of contrast from the background. 02:22: The area of contrast becomes indistinguishable against the background, and the reticle drops its lock. 02:27-02:57: After losing lock, the sensor rapidly cycles zoom levels and contrast thresholds. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
96,https://www.war.gov/Portals/1/Interactive/2026/UFO/uap-data.csv,official War.gov CSV endpoint,DOW-UAP-PR035,"DOW-UAP-PR035, Unresolved UAP Report, Greece, October 2023",VID,public-release video,Department of War,5/8/26,N/A,Greece,TRUE,,DoW-UAP-D035,1006082,https://www.dvidshub.net/video/1006082,"Unresolved UAP Report, Greece, October 2023",https://www.war.gov/medialink/ufo/release_1/dow-uap-d35-mission-report-greece-october-2023.pdf,dow-uap-d35-mission-report-greece-october-2023.pdf,.pdf,,,yes,1415369,I:\My Drive\UFO\dow-uap-d35-mission-report-greece-october-2023.pdf,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of 24 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023. An accompanying mission report, DoW-UAP-D35, described the UAP as small and circular, flying near the surface of the ocean toward land. Video Description: 00:02: The sensor narrows its field-of-view to zoom in on an area of contrast near the center of the screen. 00:03-00:19: The sensor tracks the area of contrast as it moves against the ocean background. 00:20: As the background scene transitions from being predominantly water to land, the area of contrast becomes indistinguishable. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
