track,rate_metric,rate_label,pixel_rate_px_s,assumed_full_frame_hfov_deg,assumed_slant_range_nm,source_width_px,implied_speed_mps,implied_speed_mph,implied_speed_kts
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,1.0,1920,0.071,0.159,0.138
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,2.0,1920,0.142,0.318,0.277
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,5.0,1920,0.356,0.796,0.692
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,10.0,1920,0.712,1.592,1.383
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,20.0,1920,1.423,3.184,2.767
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,50.0,1920,3.559,7.96,6.917
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,100.0,1920,7.117,15.92,13.834
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,1.0,1920,0.142,0.318,0.277
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,2.0,1920,0.285,0.637,0.553
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,5.0,1920,0.712,1.592,1.383
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,10.0,1920,1.423,3.184,2.767
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,20.0,1920,2.847,6.368,5.534
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,50.0,1920,7.117,15.92,13.834
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,100.0,1920,14.234,31.841,27.669
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,1.0,1920,0.285,0.637,0.553
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,2.0,1920,0.569,1.274,1.107
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,5.0,1920,1.423,3.184,2.767
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,10.0,1920,2.847,6.368,5.534
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,20.0,1920,5.694,12.736,11.068
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,50.0,1920,14.234,31.841,27.669
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,100.0,1920,28.468,63.682,55.338
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,1.0,1920,0.569,1.274,1.107
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,2.0,1920,1.139,2.547,2.214
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,5.0,1920,2.847,6.368,5.534
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,10.0,1920,5.694,12.736,11.068
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,20.0,1920,11.387,25.473,22.135
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,50.0,1920,28.468,63.682,55.338
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,100.0,1920,56.936,127.363,110.676
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,1.0,1920,1.139,2.547,2.214
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,2.0,1920,2.277,5.095,4.427
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,5.0,1920,5.694,12.736,11.068
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,10.0,1920,11.387,25.473,22.135
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,20.0,1920,22.775,50.945,44.27
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,50.0,1920,56.936,127.363,110.676
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,100.0,1920,113.873,254.727,221.351
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,10.0,1.0,1920,1.423,3.184,2.767
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,10.0,2.0,1920,2.847,6.368,5.534
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,10.0,5.0,1920,7.117,15.92,13.834
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,10.0,10.0,1920,14.234,31.841,27.669
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,10.0,20.0,1920,28.468,63.682,55.338
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,10.0,50.0,1920,71.171,159.204,138.345
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,10.0,100.0,1920,142.341,318.408,276.689
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,20.0,1.0,1920,2.847,6.368,5.534
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,20.0,2.0,1920,5.694,12.736,11.068
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,20.0,5.0,1920,14.234,31.841,27.669
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,20.0,10.0,1920,28.468,63.682,55.338
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,20.0,20.0,1920,56.936,127.363,110.676
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,20.0,50.0,1920,142.341,318.408,276.689
manual_review_track_all_4_59,net_rate_px_s,net start-to-end rate,8.455,20.0,100.0,1920,284.682,636.817,553.378
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,0.5,1.0,1920,1.0,2.238,1.944
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,0.5,2.0,1920,2.001,4.475,3.889
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,0.5,5.0,1920,5.002,11.188,9.722
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,0.5,10.0,1920,10.003,22.377,19.445
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,0.5,20.0,1920,20.006,44.753,38.889
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,0.5,50.0,1920,50.016,111.883,97.223
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,0.5,100.0,1920,100.032,223.765,194.447
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,1.0,1.0,1920,2.001,4.475,3.889
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,1.0,2.0,1920,4.001,8.951,7.778
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,1.0,5.0,1920,10.003,22.377,19.445
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,1.0,10.0,1920,20.006,44.753,38.889
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,1.0,20.0,1920,40.013,89.506,77.779
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,1.0,50.0,1920,100.032,223.765,194.447
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,1.0,100.0,1920,200.064,447.53,388.893
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,2.0,1.0,1920,4.001,8.951,7.778
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,2.0,2.0,1920,8.003,17.901,15.556
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,2.0,5.0,1920,20.006,44.753,38.889
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,2.0,10.0,1920,40.013,89.506,77.779
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,2.0,20.0,1920,80.026,179.012,155.557
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,2.0,50.0,1920,200.064,447.53,388.893
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,2.0,100.0,1920,400.128,895.061,777.786
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,4.0,1.0,1920,8.003,17.901,15.556
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,4.0,2.0,1920,16.005,35.802,31.111
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,4.0,5.0,1920,40.013,89.506,77.779
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,4.0,10.0,1920,80.026,179.012,155.557
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,4.0,20.0,1920,160.051,358.024,311.114
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,4.0,50.0,1920,400.128,895.061,777.786
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,4.0,100.0,1920,800.256,1790.121,1555.572
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,8.0,1.0,1920,16.005,35.802,31.111
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,8.0,2.0,1920,32.01,71.605,62.223
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,8.0,5.0,1920,80.026,179.012,155.557
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,8.0,10.0,1920,160.051,358.024,311.114
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,8.0,20.0,1920,320.102,716.048,622.229
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,8.0,50.0,1920,800.256,1790.121,1555.572
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,8.0,100.0,1920,1600.511,3580.242,3111.145
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,10.0,1.0,1920,20.006,44.753,38.889
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,10.0,2.0,1920,40.013,89.506,77.779
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,10.0,5.0,1920,100.032,223.765,194.447
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,10.0,10.0,1920,200.064,447.53,388.893
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,10.0,20.0,1920,400.128,895.061,777.786
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,10.0,50.0,1920,1000.32,2237.651,1944.465
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,10.0,100.0,1920,2000.639,4475.303,3888.931
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,20.0,1.0,1920,40.013,89.506,77.779
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,20.0,2.0,1920,80.026,179.012,155.557
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,20.0,5.0,1920,200.064,447.53,388.893
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,20.0,10.0,1920,400.128,895.061,777.786
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,20.0,20.0,1920,800.256,1790.121,1555.572
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,20.0,50.0,1920,2000.639,4475.303,3888.931
manual_review_track_all_4_59,path_average_rate_px_s,path-length average rate,118.837,20.0,100.0,1920,4001.279,8950.605,7777.861
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,0.5,1.0,1920,0.707,1.582,1.375
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,0.5,2.0,1920,1.415,3.165,2.75
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,0.5,5.0,1920,3.537,7.912,6.875
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,0.5,10.0,1920,7.074,15.824,13.751
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,0.5,20.0,1920,14.148,31.648,27.502
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,0.5,50.0,1920,35.37,79.121,68.754
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,0.5,100.0,1920,70.74,158.242,137.508
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,1.0,1.0,1920,1.415,3.165,2.75
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,1.0,2.0,1920,2.83,6.33,5.5
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,1.0,5.0,1920,7.074,15.824,13.751
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,1.0,10.0,1920,14.148,31.648,27.502
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,1.0,20.0,1920,28.296,63.297,55.003
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,1.0,50.0,1920,70.74,158.242,137.508
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,1.0,100.0,1920,141.481,316.484,275.017
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,2.0,1.0,1920,2.83,6.33,5.5
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,2.0,2.0,1920,5.659,12.659,11.001
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,2.0,5.0,1920,14.148,31.648,27.502
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,2.0,10.0,1920,28.296,63.297,55.003
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,2.0,20.0,1920,56.592,126.594,110.007
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,2.0,50.0,1920,141.481,316.484,275.017
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,2.0,100.0,1920,282.962,632.968,550.034
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,4.0,1.0,1920,5.659,12.659,11.001
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,4.0,2.0,1920,11.318,25.319,22.001
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,4.0,5.0,1920,28.296,63.297,55.003
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,4.0,10.0,1920,56.592,126.594,110.007
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,4.0,20.0,1920,113.185,253.187,220.014
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,4.0,50.0,1920,282.962,632.968,550.034
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,4.0,100.0,1920,565.924,1265.936,1100.068
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,8.0,1.0,1920,11.318,25.319,22.001
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,8.0,2.0,1920,22.637,50.637,44.003
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,8.0,5.0,1920,56.592,126.594,110.007
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,8.0,10.0,1920,113.185,253.187,220.014
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,8.0,20.0,1920,226.37,506.374,440.027
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,8.0,50.0,1920,565.924,1265.936,1100.068
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,8.0,100.0,1920,1131.848,2531.871,2200.135
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,10.0,1.0,1920,14.148,31.648,27.502
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,10.0,2.0,1920,28.296,63.297,55.003
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,10.0,5.0,1920,70.74,158.242,137.508
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,10.0,10.0,1920,141.481,316.484,275.017
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,10.0,20.0,1920,282.962,632.968,550.034
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,10.0,50.0,1920,707.405,1582.419,1375.085
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,10.0,100.0,1920,1414.81,3164.839,2750.169
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,20.0,1.0,1920,28.296,63.297,55.003
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,20.0,2.0,1920,56.592,126.594,110.007
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,20.0,5.0,1920,141.481,316.484,275.017
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,20.0,10.0,1920,282.962,632.968,550.034
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,20.0,20.0,1920,565.924,1265.936,1100.068
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,20.0,50.0,1920,1414.81,3164.839,2750.169
manual_review_track_all_4_59,step_rate_median_px_s,median consecutive-step rate,84.039,20.0,100.0,1920,2829.619,6329.678,5500.338
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,0.5,1.0,1920,3.163,7.076,6.149
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,0.5,2.0,1920,6.327,14.153,12.298
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,0.5,5.0,1920,15.817,35.382,30.746
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,0.5,10.0,1920,31.634,70.764,61.492
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,0.5,20.0,1920,63.268,141.527,122.984
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,0.5,50.0,1920,158.171,353.818,307.46
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,0.5,100.0,1920,316.342,707.637,614.919
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,1.0,1.0,1920,6.327,14.153,12.298
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,1.0,2.0,1920,12.654,28.305,24.597
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,1.0,5.0,1920,31.634,70.764,61.492
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,1.0,10.0,1920,63.268,141.527,122.984
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,1.0,20.0,1920,126.537,283.055,245.968
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,1.0,50.0,1920,316.342,707.637,614.919
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,1.0,100.0,1920,632.684,1415.273,1229.838
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,2.0,1.0,1920,12.654,28.305,24.597
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,2.0,2.0,1920,25.307,56.611,49.194
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,2.0,5.0,1920,63.268,141.527,122.984
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,2.0,10.0,1920,126.537,283.055,245.968
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,2.0,20.0,1920,253.073,566.109,491.935
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,2.0,50.0,1920,632.684,1415.273,1229.838
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,2.0,100.0,1920,1265.367,2830.546,2459.677
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,4.0,1.0,1920,25.307,56.611,49.194
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,4.0,2.0,1920,50.615,113.222,98.387
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,4.0,5.0,1920,126.537,283.055,245.968
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,4.0,10.0,1920,253.073,566.109,491.935
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,4.0,20.0,1920,506.147,1132.218,983.871
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,4.0,50.0,1920,1265.367,2830.546,2459.677
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,4.0,100.0,1920,2530.735,5661.092,4919.353
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,8.0,1.0,1920,50.615,113.222,98.387
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,8.0,2.0,1920,101.229,226.444,196.774
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,8.0,5.0,1920,253.073,566.109,491.935
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,8.0,10.0,1920,506.147,1132.218,983.871
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,8.0,20.0,1920,1012.294,2264.437,1967.741
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,8.0,50.0,1920,2530.735,5661.092,4919.353
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,8.0,100.0,1920,5061.469,11322.184,9838.706
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,10.0,1.0,1920,63.268,141.527,122.984
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,10.0,2.0,1920,126.537,283.055,245.968
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,10.0,5.0,1920,316.342,707.637,614.919
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,10.0,10.0,1920,632.684,1415.273,1229.838
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,10.0,20.0,1920,1265.367,2830.546,2459.677
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,10.0,50.0,1920,3163.418,7076.365,6149.192
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,10.0,100.0,1920,6326.836,14152.73,12298.383
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,20.0,1.0,1920,126.537,283.055,245.968
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,20.0,2.0,1920,253.073,566.109,491.935
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,20.0,5.0,1920,632.684,1415.273,1229.838
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,20.0,10.0,1920,1265.367,2830.546,2459.677
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,20.0,20.0,1920,2530.735,5661.092,4919.353
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,20.0,50.0,1920,6326.836,14152.73,12298.383
manual_review_track_all_4_59,step_rate_p95_px_s,p95 consecutive-step rate,375.811,20.0,100.0,1920,12653.673,28305.46,24596.766
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,1.0,1920,0.071,0.159,0.138
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,2.0,1920,0.142,0.318,0.277
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,5.0,1920,0.356,0.796,0.692
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,10.0,1920,0.712,1.592,1.383
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,20.0,1920,1.423,3.184,2.767
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,50.0,1920,3.559,7.96,6.917
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,0.5,100.0,1920,7.117,15.92,13.834
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,1.0,1920,0.142,0.318,0.277
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,2.0,1920,0.285,0.637,0.553
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,5.0,1920,0.712,1.592,1.383
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,10.0,1920,1.423,3.184,2.767
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,20.0,1920,2.847,6.368,5.534
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,50.0,1920,7.117,15.92,13.834
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,1.0,100.0,1920,14.234,31.841,27.669
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,1.0,1920,0.285,0.637,0.553
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,2.0,1920,0.569,1.274,1.107
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,5.0,1920,1.423,3.184,2.767
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,10.0,1920,2.847,6.368,5.534
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,20.0,1920,5.694,12.736,11.068
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,50.0,1920,14.234,31.841,27.669
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,2.0,100.0,1920,28.468,63.682,55.338
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,1.0,1920,0.569,1.274,1.107
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,2.0,1920,1.139,2.547,2.214
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,5.0,1920,2.847,6.368,5.534
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,10.0,1920,5.694,12.736,11.068
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,20.0,1920,11.387,25.473,22.135
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,50.0,1920,28.468,63.682,55.338
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,4.0,100.0,1920,56.936,127.363,110.676
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,1.0,1920,1.139,2.547,2.214
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,2.0,1920,2.277,5.095,4.427
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,5.0,1920,5.694,12.736,11.068
manual_review_accepted_marks_only_4_59,net_rate_px_s,net start-to-end rate,8.455,8.0,10.0,1920,11.387,25.473,22.135
