record_id,release_tag,source_video,source_path_not_redistributed,source_sha256,opencv_width,opencv_height,opencv_fps,opencv_frames,opencv_duration_seconds,sample_step_seconds,second,frame_index,roi,ocr_text,normalized_text,meter_label_candidate,candidate_rule,source_media_boundary
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,30,900,upper_display_strip,= we woo Lou a - f &,WE WOO LOU A F,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,30,900,lower_display_strip,im + tn ae? A: ~~ a? Fw,IM TN AE A A FW,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,30,900,right_display_strip,Tl,TL,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,60,1800,center_reticle,a > 1 — i ~~ 4 LL ¢ a -F “¢ aa mt a,A 1 I 4 LL A F AA MT A,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,60,1800,upper_display_strip,", a,",A,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,60,1800,lower_display_strip,| il,IL,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,60,1800,right_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,90,2700,center_reticle,"gh rs , + &",GH RS,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,90,2700,upper_display_strip,- rhe - 4,RHE 4,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,90,2700,lower_display_strip,C- wor = by ss 7,C WOR BY SS 7,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,90,2700,right_display_strip,Te ait at ~ & = “¥ it # Li,TE AIT AT IT LI,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,120,3600,center_reticle,aa ~ a i =o a «a? > Np «-4 “4a i _ i iN} we 2%,AA A I O A A NP 4 4A I I IN WE 2,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,120,3600,upper_display_strip,— “a: » @ “+. “a7 — 4. —,A A7 4,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,120,3600,lower_display_strip,ald La *'> Pt? |,ALD LA PT,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,120,3600,right_display_strip,> = wate _-¢ .,WATE,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,150,4500,center_reticle,Ry Al SS = l,RY AL SS L,no,,source MP4 retained outside Git; OCR text only committed
DOW-UAP-PR062,release-02,DOD_111719847.mp4,source-files-not-included/DOD_111719847.mp4,951b0da58cab77ef2aa2de357df6126cccc9c03823072189f6d83c8da7e5f850,1280,720,30.000,8687,289.567,30,150,4500,upper_display_strip,,,no,,source MP4 retained outside Git; OCR text only committed
