video,dense_frame_index,approx_second,source_frame_index,object_x_full_frame,object_y_full_frame,dx_from_frame_center,dy_from_frame_center,predicted_x_from_manual_seed,predicted_y_from_manual_seed,refinement_delta_px,object_bbox_w,object_bbox_h,object_component_area,object_max_luma,object_mean_luma,nearest_colored_overlay_px,overlay_relation,review_confidence,nearest_seed_quality,manual_seed_match,manual_control_delta_px,phase,nearest_seed_caveat,marking_basis,raw_frame_path,annotated_frame_path,zoom_patch_path
DOD_111689030.mp4,319,63.8,1914,826.6,624.1,-133.4,84.1,824.4,622.8,2.55,17,18,190,255,212.93,76.25,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0319.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0319_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0319_patch.jpg
DOD_111689030.mp4,320,64.0,1920,822.6,627.1,-137.4,87.1,822.0,627.0,0.65,13,15,133,255,213.15,79.08,separate from colored overlay,high,high,yes,0.65,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0320.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0320_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0320_patch.jpg
DOD_111689030.mp4,321,64.2,1926,818.9,628.6,-141.1,88.6,817.4,626.8,2.34,15,19,190,255,214.42,80.26,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0321.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0321_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0321_patch.jpg
DOD_111689030.mp4,322,64.4,1932,813.0,630.4,-147.0,90.4,812.8,626.6,3.8,15,17,173,255,219.01,81.02,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0322.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0322_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0322_patch.jpg
DOD_111689030.mp4,323,64.6,1938,807.1,629.9,-152.9,89.9,808.2,626.4,3.71,12,17,169,255,213.37,81.51,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0323.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0323_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0323_patch.jpg
DOD_111689030.mp4,324,64.8,1944,802.6,627.9,-157.4,87.9,803.6,626.2,1.95,13,18,161,255,212.02,79.9,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0324.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0324_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0324_patch.jpg
DOD_111689030.mp4,325,65.0,1950,798.5,625.5,-161.5,85.5,799.0,626.0,0.72,16,17,192,255,214.46,79.22,separate from colored overlay,high,high,yes,0.72,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0325.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0325_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0325_patch.jpg
DOD_111689030.mp4,326,65.2,1956,791.8,623.5,-168.2,83.5,792.0,619.8,3.66,18,19,199,255,211.05,77.52,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0326.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0326_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0326_patch.jpg
DOD_111689030.mp4,327,65.4,1962,783.4,616.2,-176.6,76.2,785.0,613.6,3.05,15,21,195,255,218.57,72.17,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0327.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0327_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0327_patch.jpg
DOD_111689030.mp4,328,65.6,1968,776.1,606.3,-183.9,66.3,778.0,607.4,2.19,13,19,178,255,215.11,64.11,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0328.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0328_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0328_patch.jpg
DOD_111689030.mp4,329,65.8,1974,772.0,603.3,-188.0,63.3,771.0,601.2,2.36,16,19,195,255,205.68,61.42,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0329.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0329_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0329_patch.jpg
DOD_111689030.mp4,330,66.0,1980,764.0,594.7,-196.0,54.7,764.0,595.0,0.29,14,21,180,255,219.53,53.16,separate from colored overlay,high,high,yes,0.29,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0330.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0330_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0330_patch.jpg
DOD_111689030.mp4,331,66.2,1986,759.1,588.6,-200.9,48.6,756.6,587.4,2.79,16,19,187,255,221.06,48.6,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0331.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0331_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0331_patch.jpg
DOD_111689030.mp4,332,66.4,1992,751.3,581.1,-208.7,41.1,749.2,579.8,2.51,17,19,183,255,221.26,41.28,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0332.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0332_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0332_patch.jpg
DOD_111689030.mp4,333,66.6,1998,742.5,573.9,-217.5,33.9,741.8,572.2,1.82,13,23,182,255,219.54,32.47,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0333.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0333_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0333_patch.jpg
DOD_111689030.mp4,334,66.8,2004,734.6,565.4,-225.4,25.4,734.4,564.6,0.86,18,17,180,255,214.94,25.23,near colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0334.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0334_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0334_patch.jpg
DOD_111689030.mp4,335,67.0,2010,726.5,557.0,-233.5,17.0,727.0,557.0,0.54,16,18,162,255,216.73,18.46,near colored overlay,high,high,yes,0.54,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0335.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0335_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0335_patch.jpg
DOD_111689030.mp4,336,67.2,2016,721.0,552.6,-239.0,12.6,722.2,550.2,2.66,13,19,165,255,220.53,11.92,near colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0336.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0336_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0336_patch.jpg
DOD_111689030.mp4,337,67.4,2022,717.0,543.8,-243.0,3.8,717.4,543.4,0.56,15,15,178,255,204.92,7.75,near colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0337.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0337_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0337_patch.jpg
DOD_111689030.mp4,338,67.6,2028,713.9,540.6,-246.1,0.6,712.6,536.6,4.25,7,12,74,255,198.59,4.76,intersects colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0338.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0338_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0338_patch.jpg
DOD_111689030.mp4,339,67.8,2034,703.3,526.5,-256.7,-13.5,707.8,529.8,5.56,8,13,71,246,213.86,1.77,intersects colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0339.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0339_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0339_patch.jpg
DOD_111689030.mp4,340,68.0,2040,703.6,522.3,-256.4,-17.7,703.0,523.0,0.94,7,12,64,248,218.72,1.43,intersects colored overlay,high,high,yes,0.94,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0340.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0340_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0340_patch.jpg
DOD_111689030.mp4,341,68.2,2046,714.0,515.7,-246.0,-24.3,709.8,518.6,5.14,9,18,111,252,200.29,4.03,intersects colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0341.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0341_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0341_patch.jpg
DOD_111689030.mp4,342,68.4,2052,716.0,510.3,-244.0,-29.7,716.6,514.2,3.94,12,20,175,255,220.89,5.98,near colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0342.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0342_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0342_patch.jpg
DOD_111689030.mp4,343,68.6,2058,721.6,508.9,-238.4,-31.1,723.4,509.8,2.05,13,21,186,255,216.24,11.37,near colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0343.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0343_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0343_patch.jpg
DOD_111689030.mp4,344,68.8,2064,728.4,503.0,-231.6,-37.0,730.2,505.4,3.06,14,15,148,255,220.53,18.35,near colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0344.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0344_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0344_patch.jpg
DOD_111689030.mp4,345,69.0,2070,736.7,500.9,-223.3,-39.1,737.0,501.0,0.3,18,16,182,255,220.23,26.11,near colored overlay,high,high,yes,0.3,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0345.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0345_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0345_patch.jpg
DOD_111689030.mp4,346,69.2,2076,743.7,497.5,-216.3,-42.5,744.4,500.0,2.6,16,18,175,255,219.59,29.58,near colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0346.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0346_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0346_patch.jpg
DOD_111689030.mp4,347,69.4,2082,753.2,497.1,-206.8,-42.9,751.8,499.0,2.32,15,21,169,255,214.53,31.86,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0347.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0347_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0347_patch.jpg
DOD_111689030.mp4,348,69.6,2088,757.5,497.7,-202.5,-42.3,759.2,498.0,1.77,17,13,191,255,223.72,31.52,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0348.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0348_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0348_patch.jpg
DOD_111689030.mp4,349,69.8,2094,767.4,496.6,-192.6,-43.4,766.6,497.0,0.87,13,15,138,255,220.69,34.58,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0349.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0349_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0349_patch.jpg
DOD_111689030.mp4,350,70.0,2100,774.0,495.9,-186.0,-44.1,774.0,496.0,0.08,14,16,167,255,219.68,37.06,separate from colored overlay,high,high,yes,0.08,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0350.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0350_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0350_patch.jpg
DOD_111689030.mp4,351,70.2,2106,782.3,496.2,-177.7,-43.8,779.4,498.0,3.41,14,15,148,255,226.12,36.86,separate from colored overlay,high,high,,,primary sustained DVIDS in-FOV interval,accepted; compact bright object/contrast is visible in raw crop and zoom patch,manual-seed interpolation plus local bright-feature refinement,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/raw-frames/frame_0351.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/annotated-frames/frame_0351_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/dense-marking/DOD_111689030/object-zoom-patches/frame_0351_patch.jpg
